"Tab","Button","Section","Source","CurrentPlacementWhy","AlternateTab","AlternatePlacementJustification","PlacementAssessment","Description"
"Network","TCPView","Target Testing","ToolCatalog","This tab is for endpoint connectivity, routes, DNS path, ports, packet capture, and live network behavior.","Discovery","Connectivity checks often lead directly into discovering services, routes, and neighbors.","Current placement appears reasonable.","View live TCP/UDP endpoints, remote addresses, connection state, and owning processes."
"Network","Test-NetConnection","Target Testing","ToolCatalog","This tab is for endpoint connectivity, routes, DNS path, ports, packet capture, and live network behavior.","Discovery","Connectivity checks often lead directly into discovering services, routes, and neighbors.","Current placement appears reasonable.","Tests host reachability and optional TCP port connectivity."
"Network","TLS Certificate Check","Target Testing","ToolCatalog","This tab is for endpoint connectivity, routes, DNS path, ports, packet capture, and live network behavior.","Discovery","Connectivity checks often lead directly into discovering services, routes, and neighbors.","Current placement appears reasonable.","Checks a remote TLS certificate and expiration details."
"Print","Print Queue Maintenance","Printing","ToolCatalog","This tab is for printer, spooler, queue, and stale printer cleanup work.","Services","Printing depends on spooler and queue services, so Services is a reasonable alternate.","Current placement appears reasonable.","Launches your print queue maintenance GUI for print server queue review and spooler actions."
"Print","Print Spooler Triage","Printing","ToolCatalog","This tab is for printer, spooler, queue, and stale printer cleanup work.","Services","Printing depends on spooler and queue services, so Services is a reasonable alternate.","Current placement appears reasonable.","Checks local print spooler health, printers, queues, jobs, and common print issues."
"Print","Stale Printer Cleanup","Printing","ToolCatalog","This tab is for printer, spooler, queue, and stale printer cleanup work.","Services","Printing depends on spooler and queue services, so Services is a reasonable alternate.","Current placement appears reasonable.","Finds stale local printer artifacts, old user printer entries, and orphaned printer registry remnants."
"Processes","Process Explorer","Processes And Startup","ToolCatalog","This tab is for live process, startup, handle, DLL, and resource activity inspection.","Security","Process/startup inspection often exposes persistence, suspicious activity, or unsigned binaries.","Current placement appears reasonable.","Inspect process trees, handles, DLLs, signatures, and live resource usage."
"Processes","Process Monitor","Processes And Startup","ToolCatalog","This tab is for live process, startup, handle, DLL, and resource activity inspection.","Security","Process/startup inspection often exposes persistence, suspicious activity, or unsigned binaries.","Current placement appears reasonable.","Trace live file, registry, process, thread, and network activity."
"Processes","RAMMap","Processes And Startup","ToolCatalog","This tab is for live process, startup, handle, DLL, and resource activity inspection.","Security","Process/startup inspection often exposes persistence, suspicious activity, or unsigned binaries.","Current placement appears reasonable.","Analyze physical memory usage, standby lists, mapped files, and memory pressure."
"Processes","System Informer","Processes And Startup","ToolCatalog","This tab is for live process, startup, handle, DLL, and resource activity inspection.","Security","Process/startup inspection often exposes persistence, suspicious activity, or unsigned binaries.","Current placement appears reasonable.","Advanced process, service, handle, module, and system activity inspection."
"Processes","autorunsc","Sysinternals","Sysinternals Auto-map","This tab is for live process, startup, handle, DLL, and resource activity inspection.","Security","Process/startup inspection often exposes persistence, suspicious activity, or unsigned binaries.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Process And Startup utility."
"Processes","Listdlls","Sysinternals","Sysinternals Auto-map","This tab is for live process, startup, handle, DLL, and resource activity inspection.","Security","Process/startup inspection often exposes persistence, suspicious activity, or unsigned binaries.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Process And Startup utility."
"Processes","LoadOrd","Sysinternals","Sysinternals Auto-map","This tab is for live process, startup, handle, DLL, and resource activity inspection.","Security","Process/startup inspection often exposes persistence, suspicious activity, or unsigned binaries.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Process And Startup utility."
"Processes","LoadOrdC","Sysinternals","Sysinternals Auto-map","This tab is for live process, startup, handle, DLL, and resource activity inspection.","Security","Process/startup inspection often exposes persistence, suspicious activity, or unsigned binaries.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Process And Startup utility."
"Processes","procdump","Sysinternals","Sysinternals Auto-map","This tab is for live process, startup, handle, DLL, and resource activity inspection.","Security","Process/startup inspection often exposes persistence, suspicious activity, or unsigned binaries.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Process And Startup utility."
"Processes","pskill","Sysinternals","Sysinternals Auto-map","This tab is for live process, startup, handle, DLL, and resource activity inspection.","Security","Process/startup inspection often exposes persistence, suspicious activity, or unsigned binaries.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Process And Startup utility."
"Processes","pslist","Sysinternals","Sysinternals Auto-map","This tab is for live process, startup, handle, DLL, and resource activity inspection.","Security","Process/startup inspection often exposes persistence, suspicious activity, or unsigned binaries.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Process And Startup utility."
"Processes","pssuspend","Sysinternals","Sysinternals Auto-map","This tab is for live process, startup, handle, DLL, and resource activity inspection.","Security","Process/startup inspection often exposes persistence, suspicious activity, or unsigned binaries.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Process And Startup utility."
"Quick Diagnosis","CPU-Z","Hardware Shortcuts","GUI Hard-coded","This is the walk-up triage surface for immediate health status and fast target checks.","Network","The quick check buttons could live on Network because they test reachability, DNS, route, and target connectivity.","Current placement appears reasonable.","Shortcut to CPU and platform inspection."
"Quick Diagnosis","CrystalDiskInfo","Hardware Shortcuts","GUI Hard-coded","This is the walk-up triage surface for immediate health status and fast target checks.","Network","The quick check buttons could live on Network because they test reachability, DNS, route, and target connectivity.","Current placement appears reasonable.","Shortcut to SMART and disk health review."
"Quick Diagnosis","GPU-Z","Hardware Shortcuts","GUI Hard-coded","This is the walk-up triage surface for immediate health status and fast target checks.","Network","The quick check buttons could live on Network because they test reachability, DNS, route, and target connectivity.","Current placement appears reasonable.","Shortcut to GPU and graphics driver inspection."
"Quick Diagnosis","HWiNFO","Hardware Shortcuts","GUI Hard-coded","This is the walk-up triage surface for immediate health status and fast target checks.","Network","The quick check buttons could live on Network because they test reachability, DNS, route, and target connectivity.","Current placement appears reasonable.","Shortcut to broad hardware inventory and sensors."
"Quick Diagnosis","HWMonitor","Hardware Shortcuts","GUI Hard-coded","This is the walk-up triage surface for immediate health status and fast target checks.","Network","The quick check buttons could live on Network because they test reachability, DNS, route, and target connectivity.","Current placement appears reasonable.","Shortcut to sensor and temperature review."
"Quick Diagnosis","Open Latest Report","Primary Triage","GUI Hard-coded","This is the walk-up triage surface for immediate health status and fast target checks.","Network","The quick check buttons could live on Network because they test reachability, DNS, route, and target connectivity.","Current placement appears reasonable.","Opens the newest Quick Diagnosis HTML report."
"Quick Diagnosis","Run Quick Diagnosis","Primary Triage","GUI Hard-coded","This is the walk-up triage surface for immediate health status and fast target checks.","Network","The quick check buttons could live on Network because they test reachability, DNS, route, and target connectivity.","Current placement appears reasonable.","Runs the main walk-up health check and report."
"Quick Diagnosis","DNS Lookup","Quick Target Checks","GUI Hard-coded","This is the walk-up triage surface for immediate health status and fast target checks.","Network","The quick check buttons could live on Network because they test reachability, DNS, route, and target connectivity.","Current placement appears reasonable.","Runs a selected DNS record lookup."
"Quick Diagnosis","NSLookup","Quick Target Checks","GUI Hard-coded","This is the walk-up triage surface for immediate health status and fast target checks.","Network","The quick check buttons could live on Network because they test reachability, DNS, route, and target connectivity.","Current placement appears reasonable.","Runs a basic DNS lookup against the entered target."
"Quick Diagnosis","Ping","Quick Target Checks","GUI Hard-coded","This is the walk-up triage surface for immediate health status and fast target checks.","Network","The quick check buttons could live on Network because they test reachability, DNS, route, and target connectivity.","Current placement appears reasonable.","Runs a quick ping to the entered target."
"Quick Diagnosis","TCPing","Quick Target Checks","GUI Hard-coded","This is the walk-up triage surface for immediate health status and fast target checks.","Network","The quick check buttons could live on Network because they test reachability, DNS, route, and target connectivity.","Current placement appears reasonable.","Checks TCP reachability to the entered target and port."
"Quick Diagnosis","Tracert","Quick Target Checks","GUI Hard-coded","This is the walk-up triage surface for immediate health status and fast target checks.","Network","The quick check buttons could live on Network because they test reachability, DNS, route, and target connectivity.","Current placement appears reasonable.","Runs route tracing to the entered target."
"Quick Diagnosis","WHOIS","Quick Target Checks","GUI Hard-coded","This is the walk-up triage surface for immediate health status and fast target checks.","Network","The quick check buttons could live on Network because they test reachability, DNS, route, and target connectivity.","Current placement appears reasonable.","Runs a WHOIS lookup for ownership or registration context."
"Quick Diagnosis","Run DISM/SFC Repair Path","Repair After Review","GUI Hard-coded","This is the walk-up triage surface for immediate health status and fast target checks.","Network","The quick check buttons could live on Network because they test reachability, DNS, route, and target connectivity.","Current placement appears reasonable.","Runs the gated Windows image and system file repair path."
"Remote","WinSCP","File Transfer","Custom Tool","This tab is for tools that initiate remote sessions or remote file transfer.","Network","Remote clients depend on network connectivity and target reachability, so Network is a reasonable alternate.","Current placement appears reasonable.","Open WinSCP for SFTP, SCP, FTP, and WebDAV transfers."
"Remote","KiTTY","Remote Access","Custom Tool","This tab is for tools that initiate remote sessions or remote file transfer.","Network","Remote clients depend on network connectivity and target reachability, so Network is a reasonable alternate.","Current placement appears reasonable.","Open KiTTY for SSH and Telnet sessions."
"Remote","mRemoteNG","Remote Access","Custom Tool","This tab is for tools that initiate remote sessions or remote file transfer.","Network","Remote clients depend on network connectivity and target reachability, so Network is a reasonable alternate.","Current placement appears reasonable.","Open mRemoteNG for tabbed RDP, VNC, SSH, Telnet, and multi-protocol remote sessions."
"Remote","PuTTY","Remote Access","Custom Tool","This tab is for tools that initiate remote sessions or remote file transfer.","Network","Remote clients depend on network connectivity and target reachability, so Network is a reasonable alternate.","Current placement appears reasonable.","Open PuTTY for SSH, Telnet, serial, and raw TCP sessions."
"Remote","RustDesk","Remote Access","Custom Tool","This tab is for tools that initiate remote sessions or remote file transfer.","Network","Remote clients depend on network connectivity and target reachability, so Network is a reasonable alternate.","Current placement appears reasonable.","Launch RustDesk quick support for remote control sessions."
"Remote","TigerVNC Viewer","Remote Access","Custom Tool","This tab is for tools that initiate remote sessions or remote file transfer.","Network","Remote clients depend on network connectivity and target reachability, so Network is a reasonable alternate.","Current placement appears reasonable.","Open TigerVNC Viewer for direct VNC connections."
"Remote","KiTTY","Remote And Transfer","ToolCatalog","This tab is for tools that initiate remote sessions or remote file transfer.","Network","Remote clients depend on network connectivity and target reachability, so Network is a reasonable alternate.","Current placement appears reasonable.","Open a portable SSH and Telnet terminal client."
"Remote","PuTTY","Remote And Transfer","ToolCatalog","This tab is for tools that initiate remote sessions or remote file transfer.","Network","Remote clients depend on network connectivity and target reachability, so Network is a reasonable alternate.","Current placement appears reasonable.","Open a portable SSH, Telnet, and serial terminal client."
"Remote","WhoDat","Remote And Transfer","ToolCatalog","This tab is for tools that initiate remote sessions or remote file transfer.","Network","Remote clients depend on network connectivity and target reachability, so Network is a reasonable alternate.","Current placement appears reasonable.","Run WHOIS lookups for domain and public IP ownership checks."
"Remote","WinSCP","Remote And Transfer","ToolCatalog","This tab is for tools that initiate remote sessions or remote file transfer.","Network","Remote clients depend on network connectivity and target reachability, so Network is a reasonable alternate.","Current placement appears reasonable.","Open SFTP, SCP, FTP, and WebDAV file transfer client."
"Remote","Launch RDP","Remote Desktop","ToolCatalog","This tab is for tools that initiate remote sessions or remote file transfer.","Network","Remote clients depend on network connectivity and target reachability, so Network is a reasonable alternate.","Current placement appears reasonable.","Open the built-in Windows Remote Desktop Connection client for RDP access to workstations and servers."
"Remote","PsGetsid","Sysinternals","Sysinternals Auto-map","This tab is for tools that initiate remote sessions or remote file transfer.","Network","Remote clients depend on network connectivity and target reachability, so Network is a reasonable alternate.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals PsTools utility."
"Remote","PsInfo","Sysinternals","Sysinternals Auto-map","This tab is for tools that initiate remote sessions or remote file transfer.","Network","Remote clients depend on network connectivity and target reachability, so Network is a reasonable alternate.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals PsTools utility."
"Remote","psloglist","Sysinternals","Sysinternals Auto-map","This tab is for tools that initiate remote sessions or remote file transfer.","Network","Remote clients depend on network connectivity and target reachability, so Network is a reasonable alternate.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals PsTools utility."
"Remote","pspasswd","Sysinternals","Sysinternals Auto-map","This tab is for tools that initiate remote sessions or remote file transfer.","Network","Remote clients depend on network connectivity and target reachability, so Network is a reasonable alternate.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals PsTools utility."
"Remote","PsService","Sysinternals","Sysinternals Auto-map","This tab is for tools that initiate remote sessions or remote file transfer.","Network","Remote clients depend on network connectivity and target reachability, so Network is a reasonable alternate.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals PsTools utility."
"Remote","psshutdown","Sysinternals","Sysinternals Auto-map","This tab is for tools that initiate remote sessions or remote file transfer.","Network","Remote clients depend on network connectivity and target reachability, so Network is a reasonable alternate.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals PsTools utility."
"Repair","Profile Cleanup Toolkit","Profile Cleanup","Custom Tool","This tab is for remediation workflows or tools that can directly fix or remove broken local state.","Windows","Most repair actions are Windows OS repair or cleanup paths.","Current placement appears reasonable.","Inspect and clean stale Windows user profiles."
"Repair","DISM/SFC Repair Path","Repair And Errors","ToolCatalog","This tab is for remediation workflows or tools that can directly fix or remove broken local state.","Windows","Most repair actions are Windows OS repair or cleanup paths.","Current placement appears reasonable.","Runs DISM CheckHealth, ScanHealth, RestoreHealth, and SFC with an exported log."
"Repair","Windows Error Lookup","Repair And Errors","ToolCatalog","This tab is for remediation workflows or tools that can directly fix or remove broken local state.","Windows","Most repair actions are Windows OS repair or cleanup paths.","Current placement appears reasonable.","Look up Windows error codes, HRESULTs, and Win32 error messages."
"Reports","Network Report Exporter","Outputs","ToolCatalog","This tab is for finding, opening, and deleting generated reports and discovery outputs.","Computer Info","Profile and diagnosis reports are often consumed with computer info.","Current placement appears reasonable.","Exports network report data."
"Reports","Delete Selected","Report Browser","GUI Hard-coded","This tab is for finding, opening, and deleting generated reports and discovery outputs.","Computer Info","Profile and diagnosis reports are often consumed with computer info.","Current placement appears reasonable.","Reports page action: Delete Selected."
"Reports","Open Help","Report Browser","GUI Hard-coded","This tab is for finding, opening, and deleting generated reports and discovery outputs.","Computer Info","Profile and diagnosis reports are often consumed with computer info.","Current placement appears reasonable.","Reports page action: Open Help."
"Reports","Open Location","Report Browser","GUI Hard-coded","This tab is for finding, opening, and deleting generated reports and discovery outputs.","Computer Info","Profile and diagnosis reports are often consumed with computer info.","Current placement appears reasonable.","Reports page action: Open Location."
"Reports","Open Selected","Report Browser","GUI Hard-coded","This tab is for finding, opening, and deleting generated reports and discovery outputs.","Computer Info","Profile and diagnosis reports are often consumed with computer info.","Current placement appears reasonable.","Reports page action: Open Selected."
"Reports","Refresh Reports","Report Browser","GUI Hard-coded","This tab is for finding, opening, and deleting generated reports and discovery outputs.","Computer Info","Profile and diagnosis reports are often consumed with computer info.","Current placement appears reasonable.","Reports page action: Refresh Reports."
"Reports","Search","Report Browser","GUI Hard-coded","This tab is for finding, opening, and deleting generated reports and discovery outputs.","Computer Info","Profile and diagnosis reports are often consumed with computer info.","Current placement appears reasonable.","Reports page action: Search."
"Robocopy","Build Command","Command Builder","GUI Hard-coded","This tab is a dedicated plain-language robocopy command builder and runner.","Files","Robocopy is fundamentally file movement and could live under Files if not dedicated.","Current placement appears reasonable.","Robocopy builder action: Build Command."
"Robocopy","Copy Command","Command Builder","GUI Hard-coded","This tab is a dedicated plain-language robocopy command builder and runner.","Files","Robocopy is fundamentally file movement and could live under Files if not dedicated.","Current placement appears reasonable.","Robocopy builder action: Copy Command."
"Robocopy","Preview Only","Command Builder","GUI Hard-coded","This tab is a dedicated plain-language robocopy command builder and runner.","Files","Robocopy is fundamentally file movement and could live under Files if not dedicated.","Current placement appears reasonable.","Robocopy builder action: Preview Only."
"Robocopy","Run Copy","Command Builder","GUI Hard-coded","This tab is a dedicated plain-language robocopy command builder and runner.","Files","Robocopy is fundamentally file movement and could live under Files if not dedicated.","Current placement appears reasonable.","Robocopy builder action: Run Copy."
"Security","ClamWin Portable","Malware And Adware Scanners","ToolCatalog","This tab is for malware checks, persistence inspection, signatures, password/privacy tools, and security posture.","Windows","Security posture is part of Windows health on a local workstation.","Current placement appears reasonable.","Run a portable antivirus scan against selected files or folders."
"Security","Malwarebytes AdwCleaner","Malware And Adware Scanners","ToolCatalog","This tab is for malware checks, persistence inspection, signatures, password/privacy tools, and security posture.","Processes","Persistence and startup inspection overlaps with process/startup tooling.","Current placement appears reasonable.","Find and remove adware, browser hijackers, unwanted programs, and toolbars."
"Security","Microsoft Safety Scanner","Malware And Adware Scanners","ToolCatalog","This tab is for malware checks, persistence inspection, signatures, password/privacy tools, and security posture.","Windows","Security posture is part of Windows health on a local workstation.","Current placement appears reasonable.","Run Microsoft's on-demand malware scanner for suspected infection checks."
"Security","PWGen","Password Tools","Custom Tool","This tab is for malware checks, persistence inspection, signatures, password/privacy tools, and security posture.","Windows","Security posture is part of Windows health on a local workstation.","Current placement appears reasonable.","Generate strong random passwords from a portable utility."
"Security","xpy","Privacy And Hardening","Custom Tool","This tab is for malware checks, persistence inspection, signatures, password/privacy tools, and security posture.","Windows","Security posture is part of Windows health on a local workstation.","Current placement appears reasonable.","Review Windows privacy and hardening settings."
"Security","Autoruns","Security Inspection","ToolCatalog","This tab is for malware checks, persistence inspection, signatures, password/privacy tools, and security posture.","Processes","Persistence and startup inspection overlaps with process/startup tooling.","Current placement appears reasonable.","Review startup locations, services, drivers, scheduled tasks, and persistence points."
"Security","HijackThis","Security Inspection","Custom Tool","This tab is for malware checks, persistence inspection, signatures, password/privacy tools, and security posture.","Processes","Persistence and startup inspection overlaps with process/startup tooling.","Current placement appears reasonable.","Inspect browser helpers, startup entries, services, and persistence points."
"Security","Sigcheck","Security Inspection","ToolCatalog","This tab is for malware checks, persistence inspection, signatures, password/privacy tools, and security posture.","Windows","Security posture is part of Windows health on a local workstation.","Current placement appears reasonable.","Check file signatures, hashes, versions, and unsigned executable files."
"Security","accesschk","Sysinternals","Sysinternals Auto-map","This tab is for malware checks, persistence inspection, signatures, password/privacy tools, and security posture.","Windows","Security posture is part of Windows health on a local workstation.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Security And Registry utility."
"Security","AccessEnum","Sysinternals","Sysinternals Auto-map","This tab is for malware checks, persistence inspection, signatures, password/privacy tools, and security posture.","Windows","Security posture is part of Windows health on a local workstation.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Security And Registry utility."
"Security","Autologon","Sysinternals","Sysinternals Auto-map","This tab is for malware checks, persistence inspection, signatures, password/privacy tools, and security posture.","Windows","Security posture is part of Windows health on a local workstation.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Security And Registry utility."
"Security","logonsessions","Sysinternals","Sysinternals Auto-map","This tab is for malware checks, persistence inspection, signatures, password/privacy tools, and security posture.","Windows","Security posture is part of Windows health on a local workstation.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Security And Registry utility."
"Security","RegDelNull","Sysinternals","Sysinternals Auto-map","This tab is for malware checks, persistence inspection, signatures, password/privacy tools, and security posture.","Windows","Security posture is part of Windows health on a local workstation.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Security And Registry utility."
"Security","regjump","Sysinternals","Sysinternals Auto-map","This tab is for malware checks, persistence inspection, signatures, password/privacy tools, and security posture.","Windows","Security posture is part of Windows health on a local workstation.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Security And Registry utility."
"Security","ShareEnum","Sysinternals","Sysinternals Auto-map","This tab is for malware checks, persistence inspection, signatures, password/privacy tools, and security posture.","Windows","Security posture is part of Windows health on a local workstation.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Security And Registry utility."
"Security","Sysmon","Sysinternals","Sysinternals Auto-map","This tab is for malware checks, persistence inspection, signatures, password/privacy tools, and security posture.","Windows","Security posture is part of Windows health on a local workstation.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Security And Registry utility."
"Services","DNS Diagnostics","DNS","ToolCatalog","This tab is for infrastructure services exposed by or depended on by the workstation, such as DHCP, DNS, time, and listening services.","Network","Infrastructure services are network dependencies, so Network is the broad alternate.","Current placement appears reasonable.","Runs DNS diagnostics for configured resolvers and target lookups."
"Services","DHCP Scope Inspector","Infrastructure Services","ToolCatalog","This tab is for infrastructure services exposed by or depended on by the workstation, such as DHCP, DNS, time, and listening services.","Network","Infrastructure services are network dependencies, so Network is the broad alternate.","Current placement appears reasonable.","Reviews DHCP scope health and lease information where available."
"Services","DHCP Server / Rogue Locator","Infrastructure Services","ToolCatalog","This tab is for infrastructure services exposed by or depended on by the workstation, such as DHCP, DNS, time, and listening services.","Network","Infrastructure services are network dependencies, so Network is the broad alternate.","Current placement appears reasonable.","Finds current DHCP lease evidence and checks for unexpected DHCP responders."
"Services","Local Exposure Inspector","Infrastructure Services","ToolCatalog","This tab is for infrastructure services exposed by or depended on by the workstation, such as DHCP, DNS, time, and listening services.","Network","Infrastructure services are network dependencies, so Network is the broad alternate.","Current placement appears reasonable.","Reviews listening ports and local exposure risk."
"Services","Reset Domain Time","Infrastructure Services","ToolCatalog","This tab is for infrastructure services exposed by or depended on by the workstation, such as DHCP, DNS, time, and listening services.","Network","Infrastructure services are network dependencies, so Network is the broad alternate.","Current placement appears reasonable.","Configures Windows Time to use the domain hierarchy, restarts W32Time, resyncs, and verifies the source."
"Services","Time Sync Health","Infrastructure Services","ToolCatalog","This tab is for infrastructure services exposed by or depended on by the workstation, such as DHCP, DNS, time, and listening services.","Network","Infrastructure services are network dependencies, so Network is the broad alternate.","Current placement appears reasonable.","Checks Windows time source and synchronization state."
"Settings","Apply Settings","GUI Customization","GUI Hard-coded","This tab is for GUI customization such as startup tab, tab order, and color theme.","Custom","Custom tab placement could be configured from Custom, but global settings belong on Settings.","Current placement appears reasonable.","Settings page action: Apply Settings."
"Settings","Move Down","GUI Customization","GUI Hard-coded","This tab is for GUI customization such as startup tab, tab order, and color theme.","Custom","Custom tab placement could be configured from Custom, but global settings belong on Settings.","Current placement appears reasonable.","Settings page action: Move Down."
"Settings","Move Up","GUI Customization","GUI Hard-coded","This tab is for GUI customization such as startup tab, tab order, and color theme.","Custom","Custom tab placement could be configured from Custom, but global settings belong on Settings.","Current placement appears reasonable.","Settings page action: Move Up."
"Settings","Reset Defaults","GUI Customization","GUI Hard-coded","This tab is for GUI customization such as startup tab, tab order, and color theme.","Custom","Custom tab placement could be configured from Custom, but global settings belong on Settings.","Current placement appears reasonable.","Settings page action: Reset Defaults."
"Software","Draw.io","Diagramming","ToolCatalog","This tab is for general-purpose portable applications that do not primarily clean, repair, secure, or diagnose.","Custom","Most general portable apps could be managed from Custom if they do not deserve first-class buttons.","Current placement appears reasonable.","Open Draw.io for network diagrams, flowcharts, and troubleshooting visuals."
"Software","Notepad++","Editors","ToolCatalog","This tab is for general-purpose portable applications that do not primarily clean, repair, secure, or diagnose.","Custom","Most general portable apps could be managed from Custom if they do not deserve first-class buttons.","Current placement appears reasonable.","Open Notepad++ for logs, scripts, configs, and quick text edits."
"Software","KompoZer","HTML And Reports","ToolCatalog","This tab is for general-purpose portable applications that do not primarily clean, repair, secure, or diagnose.","Custom","Most general portable apps could be managed from Custom if they do not deserve first-class buttons.","Current placement appears reasonable.","Open KompoZer for quick HTML or report edits."
"Software","LibreOffice","Office And Documents","Custom Tool","This tab is for general-purpose portable applications that do not primarily clean, repair, secure, or diagnose.","Custom","Most general portable apps could be managed from Custom if they do not deserve first-class buttons.","Current placement appears reasonable.","Open LibreOffice Portable for documents, spreadsheets, and presentations."
"Software","Firefox Portable","Portable Browser","Custom Tool","This tab is for general-purpose portable applications that do not primarily clean, repair, secure, or diagnose.","Custom","Most general portable apps could be managed from Custom if they do not deserve first-class buttons.","Current placement appears reasonable.","Open the toolkit-contained Firefox browser profile."
"Software","Firefox Portable","Portable Browser","ToolCatalog","This tab is for general-purpose portable applications that do not primarily clean, repair, secure, or diagnose.","Custom","Most general portable apps could be managed from Custom if they do not deserve first-class buttons.","Current placement appears reasonable.","Launch Firefox Portable from the toolkit with its profile, history, bookmarks, and extensions stored on this drive."
"Sysinternals","CPUSTRES","Sysinternals","Sysinternals Auto-map","This tab catches Sysinternals utilities that do not map cleanly to a functional troubleshooting tab.","Processes","Many leftover Sysinternals tools are diagnostics, and Processes is the most common alternate catchment.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Stress And Caution utility."
"Sysinternals","ctrl2cap","Sysinternals","Sysinternals Auto-map","This tab catches Sysinternals utilities that do not map cleanly to a functional troubleshooting tab.","Processes","Many leftover Sysinternals tools are diagnostics, and Processes is the most common alternate catchment.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Other utility."
"Sysinternals","efsdump","Sysinternals","Sysinternals Auto-map","This tab catches Sysinternals utilities that do not map cleanly to a functional troubleshooting tab.","Processes","Many leftover Sysinternals tools are diagnostics, and Processes is the most common alternate catchment.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Other utility."
"Sysinternals","hex2dec","Sysinternals","Sysinternals Auto-map","This tab catches Sysinternals utilities that do not map cleanly to a functional troubleshooting tab.","Processes","Many leftover Sysinternals tools are diagnostics, and Processes is the most common alternate catchment.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Other utility."
"Sysinternals","ldmdump","Sysinternals","Sysinternals Auto-map","This tab catches Sysinternals utilities that do not map cleanly to a functional troubleshooting tab.","Processes","Many leftover Sysinternals tools are diagnostics, and Processes is the most common alternate catchment.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Other utility."
"Sysinternals","notmyfault","Sysinternals","Sysinternals Auto-map","This tab catches Sysinternals utilities that do not map cleanly to a functional troubleshooting tab.","Processes","Many leftover Sysinternals tools are diagnostics, and Processes is the most common alternate catchment.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Stress And Caution utility."
"Sysinternals","notmyfaultc","Sysinternals","Sysinternals Auto-map","This tab catches Sysinternals utilities that do not map cleanly to a functional troubleshooting tab.","Processes","Many leftover Sysinternals tools are diagnostics, and Processes is the most common alternate catchment.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Stress And Caution utility."
"Sysinternals","pipelist","Sysinternals","Sysinternals Auto-map","This tab catches Sysinternals utilities that do not map cleanly to a functional troubleshooting tab.","Processes","Many leftover Sysinternals tools are diagnostics, and Processes is the most common alternate catchment.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Other utility."
"Sysinternals","portmon","Sysinternals","Sysinternals Auto-map","This tab catches Sysinternals utilities that do not map cleanly to a functional troubleshooting tab.","Processes","Many leftover Sysinternals tools are diagnostics, and Processes is the most common alternate catchment.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Other utility."
"Sysinternals","RDCMan-x86","Sysinternals","Sysinternals Auto-map","This tab catches Sysinternals utilities that do not map cleanly to a functional troubleshooting tab.","Processes","Many leftover Sysinternals tools are diagnostics, and Processes is the most common alternate catchment.","Auto-mapped by Sysinternals category; review if technician workflow suggests a more direct tab.","Sysinternals Other utility."
